student,question,qDetail,answer
41,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
41,6f,I can make a difference in my community.,8
41,7a,How different parts of the environment interact with each other.,2
41,7b,How people can change the environment.,6
41,7c,How changes in the environment can impact my life.,7
41,7d,How my actions affect the environment.,8
41,8a,Science.,7
41,8b,How to research things I am curious about.,9
41,8c,Learning about new subjects in school.,6
41,8d,Learning more about nature.,4
41,9a,Solving problems,7
41,9b,Using science to answer a question,4
41,9c,Listening to other people’s points of view,4
41,9d,Knowing how to do research,9
41,10a,Taught me something that will be useful to me in my future.,2
41,10b,Made me curious about something.,2
41,10c,Really made me think.,2
41,10d,Made me realize something I never imagined before.,1
41,10e,Made me think differently about the choices I make in my life.,6
41,11a,Help to protect the environment.,4
41,11b,Spend more time outside.,5
41,11c,Make a positive difference in my community.,5
41,11d,Listen more to other people's points of view.,4
41,11e,Talk with others about ways to protect the environment.,2
41,11f,Cooperate more with my classmates.,8
41,11g,Work harder in school.,10
41,11h,Pay more attention in class.,10
41,12a,I want to visit this place again.,0
41,12b,Knowing this place exists makes me feel good.,0
41,12c,I care about this place.,0
41,13,Are you a girl or a boy?,Girl
41,14,Which of the following best describes your racial or ethnic background?,"White, not of Hispanic descent"
42,1a,Your school’s name ,Van Sickle Academy
42,1b,Your grade level,7
42,2,How would you rate this field trip on a scale from 0 to 10? ,4
42,3a,Write three words or short phrases below that best describe how the program made you feel.,boring
42,3b,Write three words or short phrases below that best describe how the program made you feel.,interesting
42,3c,Write three words or short phrases below that best describe how the program made you feel.,energizing
42,4a,"As a result of this field trip, do you intend to do anything differently in your life",yes
42,4b,"If yes, what will you do?",I want to become a pediatrician
42,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",6
42,6a,I believe in myself.,7
42,6b,I feel it is important to take good care of the environment.,10
42,6c,"Humans are a part of nature, not separate from it.",10
42,6d,I have the power to protect the environment.,6
42,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
42,6f,I can make a difference in my community.,10
42,7a,How different parts of the environment interact with each other.,1
42,7b,How people can change the environment.,8
42,7c,How changes in the environment can impact my life.,8
42,7d,How my actions affect the environment.,8
42,8a,Science.,6
42,8b,How to research things I am curious about.,8
42,8c,Learning about new subjects in school.,0
42,8d,Learning more about nature.,4
42,9a,Solving problems,9
42,9b,Using science to answer a question,0
42,9c,Listening to other people’s points of view,7
42,9d,Knowing how to do research,10
42,10a,Taught me something that will be useful to me in my future.,2
42,10b,Made me curious about something.,4
42,10c,Really made me think.,0
42,10d,Made me realize something I never imagined before.,0
42,10e,Made me think differently about the choices I make in my life.,1
42,11a,Help to protect the environment.,3
42,11b,Spend more time outside.,0
42,11c,Make a positive difference in my community.,3
42,11d,Listen more to other people's points of view.,7
42,11e,Talk with others about ways to protect the environment.,4
42,11f,Cooperate more with my classmates.,2
42,11g,Work harder in school.,10
42,11h,Pay more attention in class.,10
42,12a,I want to visit this place again.,0
42,12b,Knowing this place exists makes me feel good.,0
42,12c,I care about this place.,0
42,13,Are you a girl or a boy?,Girl
42,14,Which of the following best describes your racial or ethnic background?,"White, not of Hispanic descent"
43,1a,Your school’s name ,Van Sickle Academy
43,1b,Your grade level,7
43,2,How would you rate this field trip on a scale from 0 to 10? ,8
43,3a,Write three words or short phrases below that best describe how the program made you feel.,scared (woods)
43,3b,Write three words or short phrases below that best describe how the program made you feel.,excited (birds)
43,3c,Write three words or short phrases below that best describe how the program made you feel.,boring
43,4a,"As a result of this field trip, do you intend to do anything differently in your life",no
43,4b,"If yes, what will you do?",NA
43,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",3
43,6a,I believe in myself.,10
43,6b,I feel it is important to take good care of the environment.,5
43,6c,"Humans are a part of nature, not separate from it.",9
43,6d,I have the power to protect the environment.,7
43,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
43,6f,I can make a difference in my community.,6
43,7a,How different parts of the environment interact with each other.,8
43,7b,How people can change the environment.,6
43,7c,How changes in the environment can impact my life.,7
43,7d,How my actions affect the environment.,9
43,8a,Science.,8
43,8b,How to research things I am curious about.,5
43,8c,Learning about new subjects in school.,8
43,8d,Learning more about nature.,10
43,9a,Solving problems,8
43,9b,Using science to answer a question,6
43,9c,Listening to other people’s points of view,4
43,9d,Knowing how to do research,10
43,10a,Taught me something that will be useful to me in my future.,5
43,10b,Made me curious about something.,2
43,10c,Really made me think.,3
43,10d,Made me realize something I never imagined before.,1
43,10e,Made me think differently about the choices I make in my life.,0
43,11a,Help to protect the environment.,5
43,11b,Spend more time outside.,5
43,11c,Make a positive difference in my community.,5
43,11d,Listen more to other people's points of view.,5
43,11e,Talk with others about ways to protect the environment.,2
43,11f,Cooperate more with my classmates.,2
43,11g,Work harder in school.,8
43,11h,Pay more attention in class.,10
43,12a,I want to visit this place again.,0
43,12b,Knowing this place exists makes me feel good.,2
43,12c,I care about this place.,0
43,13,Are you a girl or a boy?,Rather not say
43,14,Which of the following best describes your racial or ethnic background?,Hispanic
44,1a,Your school’s name ,Van Sickle Academy
44,1b,Your grade level,7
44,2,How would you rate this field trip on a scale from 0 to 10? ,5
44,3a,Write three words or short phrases below that best describe how the program made you feel.,sad (for birds)
44,3b,Write three words or short phrases below that best describe how the program made you feel.,happy
44,3c,Write three words or short phrases below that best describe how the program made you feel.,good
44,4a,"As a result of this field trip, do you intend to do anything differently in your life",yes
44,4b,"If yes, what will you do?",I would do more for birds
44,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",3
44,6a,I believe in myself.,9
44,6b,I feel it is important to take good care of the environment.,9
44,6c,"Humans are a part of nature, not separate from it.",9
44,6d,I have the power to protect the environment.,9
44,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
44,6f,I can make a difference in my community.,9
44,7a,How different parts of the environment interact with each other.,9
44,7b,How people can change the environment.,9
44,7c,How changes in the environment can impact my life.,9
44,7d,How my actions affect the environment.,9
44,8a,Science.,9
44,8b,How to research things I am curious about.,9
44,8c,Learning about new subjects in school.,9
44,8d,Learning more about nature.,9
44,9a,Solving problems,9
44,9b,Using science to answer a question,9
44,9c,Listening to other people’s points of view,9
44,9d,Knowing how to do research,9
44,10a,Taught me something that will be useful to me in my future.,9
44,10b,Made me curious about something.,9
44,10c,Really made me think.,9
44,10d,Made me realize something I never imagined before.,9
