student,question,qDetail,answer
67,5d,Listen more to other people's points of view.,3
67,5e,Talk with others about ways to protect the environment.,3
67,5f,Cooperate more with my classmates.,10
67,5g,Work harder in school.,10
67,5h,Pay more attention in class.,10
67,6,Are you a girl or a boy?,Girl
67,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
68,1a,Your school’s name ,Van Sickle Academy
68,1b,Your grade level,6
68,2a,I believe in myself.,10
68,2b,I feel it is important to take good care of the environment.,6
68,2c,"Humans are a part of nature, not separate from it.",5
68,2d,I have the power to protect the environment.,5
68,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,5
68,2f,I can make a difference in my community.,3
68,3a,Science.,4
68,3b,How to research things I am curious about.,1
68,3c,Learning about new subjects in school.,1
68,3d,Learning more about nature.,3
68,4a,Solving problems,3
68,4b,Using science to answer a question,1
68,4c,Listening to other people’s points of view,1
68,4d,Knowing how to do research,1
68,5a,Help to protect the environment.,1
68,5b,Spend more time outside.,9
68,5c,Make a positive difference in my community.,3
68,5d,Listen more to other people's points of view.,2
68,5e,Talk with others about ways to protect the environment.,1
68,5f,Cooperate more with my classmates.,2
68,5g,Work harder in school.,5
68,5h,Pay more attention in class.,7
68,6,Are you a girl or a boy?,Girl
68,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
69,1a,Your school’s name ,Van Sickle Academy
69,1b,Your grade level,6
69,2a,I believe in myself.,10
69,2b,I feel it is important to take good care of the environment.,9
69,2c,"Humans are a part of nature, not separate from it.",10
69,2d,I have the power to protect the environment.,7
69,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
69,2f,I can make a difference in my community.,8
69,3a,Science.,8
69,3b,How to research things I am curious about.,9
69,3c,Learning about new subjects in school.,8
69,3d,Learning more about nature.,9
69,4a,Solving problems,9
69,4b,Using science to answer a question,8
69,4c,Listening to other people’s points of view,10
69,4d,Knowing how to do research,9
69,5a,Help to protect the environment.,8
69,5b,Spend more time outside.,10
69,5c,Make a positive difference in my community.,7
69,5d,Listen more to other people's points of view.,10
69,5e,Talk with others about ways to protect the environment.,7
69,5f,Cooperate more with my classmates.,9
69,5g,Work harder in school.,10
69,5h,Pay more attention in class.,10
69,6,Are you a girl or a boy?,Boy
69,7,Which of the following best describes your racial or ethnic background?,mixed (two or more races)
70,1a,Your school’s name ,Van Sickle Academy
70,1b,Your grade level,6
70,2a,I believe in myself.,10
70,2b,I feel it is important to take good care of the environment.,9
70,2c,"Humans are a part of nature, not separate from it.",10
70,2d,I have the power to protect the environment.,7
70,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
70,2f,I can make a difference in my community.,5
70,3a,Science.,5
70,3b,How to research things I am curious about.,7
70,3c,Learning about new subjects in school.,9
70,3d,Learning more about nature.,2
70,4a,Solving problems,9
70,4b,Using science to answer a question,4
70,4c,Listening to other people’s points of view,8
70,4d,Knowing how to do research,10
70,5a,Help to protect the environment.,10
70,5b,Spend more time outside.,3
70,5c,Make a positive difference in my community.,6
70,5d,Listen more to other people's points of view.,9
70,5e,Talk with others about ways to protect the environment.,3
70,5f,Cooperate more with my classmates.,8
70,5g,Work harder in school.,10
70,5h,Pay more attention in class.,7
70,6,Are you a girl or a boy?,Boy
70,7,Which of the following best describes your racial or ethnic background?,mixed (two or more races)
71,1a,Your school’s name ,Van Sickle Academy
71,1b,Your grade level,6
71,2a,I believe in myself.,7
71,2b,I feel it is important to take good care of the environment.,10
71,2c,"Humans are a part of nature, not separate from it.",9
71,2d,I have the power to protect the environment.,8
71,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
71,2f,I can make a difference in my community.,9
71,3a,Science.,9
71,3b,How to research things I am curious about.,9
71,3c,Learning about new subjects in school.,9
71,3d,Learning more about nature.,8
71,4a,Solving problems,7
71,4b,Using science to answer a question,8
71,4c,Listening to other people’s points of view,9
71,4d,Knowing how to do research,10
71,5a,Help to protect the environment.,8
71,5b,Spend more time outside.,9
71,5c,Make a positive difference in my community.,9
71,5d,Listen more to other people's points of view.,10
71,5e,Talk with others about ways to protect the environment.,10
71,5f,Cooperate more with my classmates.,10
71,5g,Work harder in school.,10
71,5h,Pay more attention in class.,10
71,6,Are you a girl or a boy?,Girl
71,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
72,1a,Your school’s name ,Van Sickle Academy
72,1b,Your grade level,6
72,2a,I believe in myself.,7
72,2b,I feel it is important to take good care of the environment.,8
72,2c,"Humans are a part of nature, not separate from it.",6
72,2d,I have the power to protect the environment.,7
72,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
72,2f,I can make a difference in my community.,0
72,3a,Science.,2
72,3b,How to research things I am curious about.,4
72,3c,Learning about new subjects in school.,0
72,3d,Learning more about nature.,4
72,4a,Solving problems,5
72,4b,Using science to answer a question,3
72,4c,Listening to other people’s points of view,6
72,4d,Knowing how to do research,7
72,5a,Help to protect the environment.,6
72,5b,Spend more time outside.,10
72,5c,Make a positive difference in my community.,4
72,5d,Listen more to other people's points of view.,7
72,5e,Talk with others about ways to protect the environment.,7
72,5f,Cooperate more with my classmates.,6
72,5g,Work harder in school.,3
72,5h,Pay more attention in class.,9
72,6,Are you a girl or a boy?,Girl
72,7,Which of the following best describes your racial or ethnic background?,Hispanic
73,1a,Your school’s name ,Van Sickle Academy
73,1b,Your grade level,6
73,2a,I believe in myself.,7
73,2b,I feel it is important to take good care of the environment.,10
73,2c,"Humans are a part of nature, not separate from it.",10
73,2d,I have the power to protect the environment.,9
73,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
73,2f,I can make a difference in my community.,8
73,3a,Science.,8
73,3b,How to research things I am curious about.,8
73,3c,Learning about new subjects in school.,6
73,3d,Learning more about nature.,4
73,4a,Solving problems,3
73,4b,Using science to answer a question,5
73,4c,Listening to other people’s points of view,8
73,4d,Knowing how to do research,8
73,5a,Help to protect the environment.,8
73,5b,Spend more time outside.,6
73,5c,Make a positive difference in my community.,na
73,5d,Listen more to other people's points of view.,7
73,5e,Talk with others about ways to protect the environment.,6
73,5f,Cooperate more with my classmates.,6
73,5g,Work harder in school.,10
73,5h,Pay more attention in class.,10
73,6,Are you a girl or a boy?,Girl
73,7,Which of the following best describes your racial or ethnic background?,Hispanic
74,1a,Your school’s name ,Van Sickle Academy
74,1b,Your grade level,6
74,2a,I believe in myself.,7
74,2b,I feel it is important to take good care of the environment.,8
74,2c,"Humans are a part of nature, not separate from it.",10
74,2d,I have the power to protect the environment.,6
74,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
74,2f,I can make a difference in my community.,0
74,3a,Science.,6
74,3b,How to research things I am curious about.,7
74,3c,Learning about new subjects in school.,5
74,3d,Learning more about nature.,3
74,4a,Solving problems,5
74,4b,Using science to answer a question,3
74,4c,Listening to other people’s points of view,8
74,4d,Knowing how to do research,3
74,5a,Help to protect the environment.,6
74,5b,Spend more time outside.,10
74,5c,Make a positive difference in my community.,5
74,5d,Listen more to other people's points of view.,5
74,5e,Talk with others about ways to protect the environment.,6
74,5f,Cooperate more with my classmates.,10
74,5g,Work harder in school.,6
74,5h,Pay more attention in class.,3
74,6,Are you a girl or a boy?,Girl
74,7,Which of the following best describes your racial or ethnic background?,Hispanic
75,1a,Your school’s name ,Van Sickle Academy
75,1b,Your grade level,6
75,2a,I believe in myself.,10
75,2b,I feel it is important to take good care of the environment.,10
75,2c,"Humans are a part of nature, not separate from it.",10
75,2d,I have the power to protect the environment.,5
75,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
75,2f,I can make a difference in my community.,10
75,3a,Science.,10
75,3b,How to research things I am curious about.,5
75,3c,Learning about new subjects in school.,5
75,3d,Learning more about nature.,7
75,4a,Solving problems,10
75,4b,Using science to answer a question,8
75,4c,Listening to other people’s points of view,7
75,4d,Knowing how to do research,9
75,5a,Help to protect the environment.,10
75,5b,Spend more time outside.,3
75,5c,Make a positive difference in my community.,5
75,5d,Listen more to other people's points of view.,10
75,5e,Talk with others about ways to protect the environment.,4
75,5f,Cooperate more with my classmates.,10
75,5g,Work harder in school.,10
75,5h,Pay more attention in class.,10
75,6,Are you a girl or a boy?,Boy
75,7,Which of the following best describes your racial or ethnic background?,Hispanic
76,1a,Your school’s name ,Van Sickle Academy
76,1b,Your grade level,6
76,2a,I believe in myself.,10
76,2b,I feel it is important to take good care of the environment.,10
76,2c,"Humans are a part of nature, not separate from it.",10
76,2d,I have the power to protect the environment.,5
76,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
76,2f,I can make a difference in my community.,10
76,3a,Science.,10
76,3b,How to research things I am curious about.,10
76,3c,Learning about new subjects in school.,6
76,3d,Learning more about nature.,10
76,4a,Solving problems,9
76,4b,Using science to answer a question,7
76,4c,Listening to other people’s points of view,7
76,4d,Knowing how to do research,10
76,5a,Help to protect the environment.,8
76,5b,Spend more time outside.,5
76,5c,Make a positive difference in my community.,5
76,5d,Listen more to other people's points of view.,5
76,5e,Talk with others about ways to protect the environment.,5
76,5f,Cooperate more with my classmates.,8
76,5g,Work harder in school.,10
76,5h,Pay more attention in class.,10
76,6,Are you a girl or a boy?,Boy
76,7,Which of the following best describes your racial or ethnic background?,Hispanic & American Inian or Alaskan Native
77,1a,Your school’s name ,Van Sickle Academy
77,1b,Your grade level,6
77,2a,I believe in myself.,10
77,2b,I feel it is important to take good care of the environment.,10
77,2c,"Humans are a part of nature, not separate from it.",10
